user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,monthly_spend,primary_device,household_size,created_at,is_churned,watch_watch_date,watch_watch_duration_minutes,watch_progress_percentage,watch_is_download,watch_user_rating,watch_release_year,watch_duration_minutes,watch_imdb_rating,watch_production_budget,watch_box_office_revenue,watch_number_of_seasons,watch_number_of_episodes,watch_is_netflix_original,watch_content_warning,watch_session_id,watch_movie_id,watch_device_type,watch_action,watch_quality,watch_location_country,watch_title,watch_content_type,watch_genre_primary,watch_genre_secondary,watch_rating,watch_language,watch_country_of_origin,watch_added_to_platform,watch_event_count,rec_recommendation_date,rec_time_of_day,rec_recommendation_score,rec_was_clicked,rec_position_in_list,rec_recommendation_id,rec_movie_id,rec_recommendation_type,rec_device_type,rec_algorithm_version,rec_event_count,search_search_date,search_results_returned,search_clicked_result_position,search_search_duration_seconds,search_had_typo,search_used_filters,search_search_id,search_search_query,search_device_type,search_location_country,search_event_count,review_review_date,review_sentiment,review_sentiment_score,review_rating,review_is_verified_watch,review_helpful_votes,review_total_votes,review_review_id,review_movie_id,review_device_type,review_review_text,review_event_count
user_00011,kristenaguirre@example.org,Collin,Gomez,67.0,Female,USA,Ohio,Shieldston,Basic,2022-10-07,556.13,Desktop,2.0,2024-12-27 07:05:50.526519,0,2025-12-06,738.3,35.925,0.07142857142857142,1.0,2001.2857142857142,1191.0,6.7250000000000005,51207473.0,339293049.0,6.428571428571429,122.57142857142857,0.42857142857142855,0.21428571428571427,session_037650,movie_0980,Mobile,started,HD,USA,War Battle,TV Series,Adventure,Biography,PG,English,USA,2024-03-11,14,2025-01-20,night,0.5748,0.5,10.333333333333334,rec_003714,movie_0527,personalized,Laptop,v1.3,6.0,,,,,,,,,,,,2024-07-14,positive,0.829,5.0,1.0,5.0,5.0,review_006118,movie_0398,Mobile,One of the best series I've ever watched. Highly recommend!,1.0
user_00012,jamesherrera@example.org,Isaiah,Wright,41.0,Female,USA,Missouri,Mortonside,Premium,2022-09-26,29.23,Tablet,2.0,2025-06-29 19:39:28.228369,0,2025-10-01,700.6,48.44117647058823,0.17647058823529413,5.0,2009.8823529411766,1386.0,6.36875,5357772.166666667,45078119.71428572,7.5,91.25,0.4117647058823529,0.17647058823529413,session_001860,movie_0229,Smart TV,stopped,HD,USA,City Princess,Movie,Drama,History,PG,English,USA,2024-03-04,17,2025-09-14,night,0.67225,0.25,7.75,rec_005030,movie_0073,personalized,Laptop,v1.2,4.0,2025-12-23,143.0,6.4,105.6,0.4,0.4,search_002355,christmas movies,Tablet,USA,5.0,,,,,,,,,,,,
user_00013,richardolson@example.com,Franklin,Galloway,32.0,Female,USA,Ohio,Mitchellside,Basic,2023-01-18,18.68,Gaming Console,3.0,2023-03-29 14:38:00.334657,0,2025-12-08,772.3,45.95,0.0,4.0,1998.3636363636363,916.0,6.21,11581133.8,21168254.0,4.0,110.33333333333333,0.36363636363636365,0.18181818181818182,session_007329,movie_0024,Laptop,paused,4K,USA,Mystery City,Movie,Horror,Biography,G,English,USA,2020-09-20,11,2024-12-08,afternoon,0.474,0.0,15.0,rec_036142,movie_0251,genre_based,Laptop,v1.4,1.0,2025-12-19,291.0,5.0,127.8,0.2,0.2,search_009859,action movies,Mobile,USA,5.0,2025-11-29,positive,0.837,3.5,1.0,7.0,13.0,review_000515,movie_0598,Smart TV,Fantastic cinematography and plot twists.,2.0
user_00014,adkinsbrian@example.net,Wesley,Brown,22.0,Male,USA,Pennsylvania,North Brooke,Basic,2023-10-18,25.19,Laptop,2.0,2024-04-28 09:41:18.589372,0,2025-11-17,767.6,60.050000000000004,0.25,3.3333333333333335,2004.3333333333333,1293.0,5.966666666666666,4574182.333333333,11523278.25,7.6,111.2,0.25,0.5,session_001702,movie_0162,Laptop,completed,HD,USA,My Story,Movie,Animation,Adventure,PG,English,USA,2021-03-03,12,2025-11-09,morning,0.37933333333333336,0.0,4.0,rec_024039,movie_0476,genre_based,Laptop,v1.3,4.0,2025-08-26,362.0,6.0,209.3,0.0,0.0,search_021415,true crime,Laptop,USA,7.0,2025-06-15,positive,0.707,3.0,0.5,5.0,11.0,review_010802,movie_0731,Smart TV,Fantastic cinematography and plot twists.,2.0
user_00015,barnesbrandy@example.net,Sarah,Santiago,45.0,Female,Canada,Alberta,West Randy,Basic,2023-12-16,5.14,Mobile,3.0,2022-08-13 06:39:47.240847,1,2025-08-18,673.1,45.22222222222222,0.0,2.5,2013.3636363636363,822.0,7.19,13882650.0,1054653607.0,8.333333333333334,72.0,0.45454545454545453,0.18181818181818182,session_012730,movie_0557,Laptop,started,HD,USA,Day Warrior,Movie,Documentary,Animation,TV-G,English,USA,2021-10-10,11,2025-05-11,night,0.6161666666666666,0.0,8.285714285714286,rec_007712,movie_0219,new_releases,Tablet,v1.2,7.0,2025-10-28,78.0,4.0,33.8,0.0,0.0,search_009612,cooking shows,Laptop,USA,2.0,2024-11-08,positive,,4.0,1.0,2.0,14.0,review_005016,movie_0138,Smart TV,One of the best series I've ever watched. Highly recommend!,2.0
user_00016,medinawilliam@example.org,Nicole,Wood,50.0,Female,USA,Pennsylvania,Bassport,Standard,2024-08-02,3.36,Laptop,1.0,2025-05-20 00:20:29.058670,0,2025-09-20,270.7,53.9,0.25,4.333333333333333,2007.375,820.0,5.9625,,,7.666666666666667,135.0,0.0,0.375,session_011513,movie_0010,Tablet,completed,HD,Canada,Bright Princess,Documentary,Action,Animation,TV-14,English,USA,2021-07-14,8,2025-04-14,night,0.523,0.0,12.666666666666666,rec_007553,movie_0091,genre_based,Tablet,v1.3,3.0,2025-06-19,150.0,2.0,66.5,0.3333333333333333,0.3333333333333333,search_001689,comedy shows,Mobile,USA,3.0,2025-08-16,neutral,0.407,2.5,1.0,6.0,9.0,review_004638,movie_0728,Laptop,Confusing plot. Hard to follow.,2.0
user_00017,josephpreston@example.net,Joseph,Robbins,25.0,Female,USA,Indiana,Williamview,Premium,2022-11-11,,Smart TV,1.0,2025-01-27 19:17:27.125271,0,2025-12-10,625.4,47.019999999999996,0.36363636363636365,4.0,2004.4545454545455,815.0,6.133333333333334,13891236.25,47663620.0,7.666666666666667,98.4,0.18181818181818182,0.18181818181818182,session_064268,movie_0035,Laptop,completed,HD,USA,House King,TV Series,Biography,Romance,TV-PG,English,USA,2021-03-01,11,2025-11-03,morning,0.4795,0.6666666666666666,10.333333333333334,rec_001043,movie_0026,genre_based,Tablet,v1.2,3.0,2024-01-29,53.0,10.0,31.9,0.0,1.0,search_020218,superhero movies,Smart TV,USA,1.0,2024-12-13,positive,0.993,3.5,0.5,10.0,11.0,review_003845,movie_0391,Mobile,Okay for a one-time watch.,2.0
user_00018,cookdavid@example.com,Joyce,Hoffman,36.0,Female,USA,Tennessee,Lake Rebeccaside,Basic,2025-02-01,8.78,Laptop,6.0,2023-11-16 23:54:48.504059,0,2025-10-31,392.0,49.875,0.125,3.0,2005.0,600.0,6.983333333333333,2972237.0,278191260.5,4.0,154.0,0.375,0.125,session_026068,movie_0253,Desktop,completed,HD,USA,City Queen,Documentary,Adventure,Crime,TV-G,English,USA,2020-09-23,8,2025-08-09,evening,0.149,0.0,2.0,rec_042860,movie_0711,personalized,Laptop,v1.4,1.0,2025-04-23,91.0,4.0,1.2,0.0,0.5,search_010197,biographies,Laptop,USA,2.0,2025-12-06,positive,0.965,3.5,1.0,10.0,19.0,review_000465,movie_0167,Laptop,Brilliant performance by the cast. Must watch!,4.0
user_00019,michael05@example.org,Elizabeth,Deleon,26.0,Other,USA,Ohio,East Michelle,Premium,2025-03-25,10.28,Mobile,7.0,2023-02-15 14:23:22.312820,0,2025-12-10,1154.3,51.79333333333333,0.1875,2.5,2004.3125,1698.0,6.6375,11121411.75,79218238.57142857,6.0,121.16666666666667,0.25,0.1875,session_003929,movie_0150,Mobile,paused,HD,USA,Story Fire,Movie,Adventure,Sport,TV-14,English,USA,2022-12-26,16,2025-07-10,night,0.601,0.0,13.6,rec_014992,movie_0081,genre_based,Smart TV,v1.4,5.0,2025-12-19,297.0,5.5,108.8,0.0,0.0,search_001176,cooking shows,Smart TV,USA,4.0,2025-02-26,positive,0.913,4.666666666666667,1.0,10.0,13.0,review_008409,movie_0342,Laptop,Outstanding direction and screenplay.,3.0
user_00020,vpham@example.org,Erik,Reyes,31.0,Female,USA,Indiana,Walkermouth,Premium+,2023-07-02,11.32,Tablet,,2023-04-04 07:58:29.582072,0,2025-12-17,531.4,53.690909090909095,0.0,2.3333333333333335,2001.5454545454545,1210.0,6.045454545454546,6795597.25,2993307.0,4.0,52.5,0.18181818181818182,0.45454545454545453,session_050479,movie_0090,Laptop,stopped,HD,USA,Ice Kingdom,Documentary,Animation,Biography,TV-MA,English,USA,2021-12-24,11,2025-11-10,night,0.3421666666666667,0.0,12.333333333333334,rec_005383,movie_0168,genre_based,Mobile,v1.3,6.0,2024-06-05,93.0,10.0,42.0,0.0,0.0,search_013016,thriller series,Smart TV,USA,1.0,2024-04-10,positive,0.601,5.0,0.0,2.0,10.0,review_002888,movie_0285,Tablet,This series is a masterpiece!,1.0
user_00021,emurphy@example.com,Darlene,Frazier,38.0,Female,Canada,Alberta,North Natalieview,Basic,2024-04-29,17.24,Laptop,3.0,2022-09-13 23:45:07.830930,0,2025-02-19,225.4,65.9,0.1111111111111111,3.0,2003.4444444444443,744.0,5.5,975793.5,58879569.0,6.0,176.0,0.2222222222222222,0.5555555555555556,session_012275,movie_0086,Laptop,paused,HD,USA,Big Adventure,Documentary,Action,Comedy,G,English,USA,2021-01-20,9,2025-08-04,night,0.302,0.0,12.0,rec_012856,movie_0282,new_releases,Smart TV,v1.4,2.0,2025-06-29,50.0,,49.5,0.0,0.5,search_004481,romantic comedies,Mobile,USA,2.0,2024-06-05,neutral,0.554,3.0,0.0,0.0,0.0,review_003849,movie_0410,Smart TV,Average movie. Some good moments.,1.0
user_00022,jessica56@example.net,Paul,Scott,33.0,Male,USA,Florida,New Saraside,Premium+,2023-09-05,,Gaming Console,2.0,2025-06-07 18:30:35.952797,0,2025-12-05,842.6999999999999,44.457142857142856,0.2,3.6666666666666665,2013.0666666666666,1430.0,6.609090909090909,29501088.25,21551896.0,11.25,106.6,0.5333333333333333,0.26666666666666666,session_075871,movie_0034,Smart TV,started,HD,USA,Mission Kingdom,Movie,History,Horror,NC-17,English,USA,2021-07-11,15,2025-08-12,morning,0.5936666666666667,0.25,12.5,rec_014583,movie_0322,similar_users,Laptop,v1.3,4.0,2025-11-28,106.0,3.0,36.5,0.0,1.0,search_002317,drama series,Laptop,USA,2.0,,,,,,,,,,,,
user_00023,elizabeth14@example.net,Elizabeth,Powell,40.0,Female,Canada,New Brunswick,East Robert,Basic,2024-08-13,,Gaming Console,3.0,2024-06-07 12:03:36.120220,0,2025-12-19,2075.8,57.7125,0.2777777777777778,3.0,2007.3333333333333,1454.0,5.394117647058824,12511368.2,100775260.8,8.0,110.33333333333333,0.2777777777777778,0.1111111111111111,session_012387,movie_0055,Desktop,completed,HD,USA,Dragon Princess,Movie,Music,Action,G,English,USA,2022-06-04,18,2025-10-28,night,0.6455000000000001,0.16666666666666666,10.5,rec_019185,movie_0015,genre_based,Laptop,v1.2,6.0,2025-11-15,241.0,7.666666666666667,26.2,0.3333333333333333,0.0,search_006437,award winning documentaries,Smart TV,USA,3.0,2024-06-02,positive,,5.0,1.0,2.0,4.0,review_001904,movie_0005,Tablet,Outstanding direction and screenplay.,1.0
user_00024,akelley@example.com,Jason,Marshall,,Female,Canada,British Columbia,New Thomas,Standard,2024-07-24,23.83,Desktop,2.0,2024-02-18 20:40:39.992692,0,2025-12-11,1099.7,37.63,0.3,3.0,2002.6,1070.0,6.614285714285714,5616787.5,84784256.0,6.666666666666667,128.0,0.5,0.1,session_010380,movie_0141,Smart TV,paused,HD,USA,War Story,Documentary,Music,Action,TV-MA,English,USA,2020-09-03,10,2025-08-24,night,0.709,0.0,9.8,rec_016001,movie_0024,new_releases,Laptop,v2.0,5.0,2024-10-11,65.0,,16.4,0.0,1.0,search_023668,horror movies,Smart TV,USA,1.0,2025-03-25,positive,0.87,4.0,1.0,8.0,9.0,review_005807,movie_0286,Mobile,This movie exceeded my expectations.,2.0
user_00025,cardenaskaren@example.net,Jeffrey,Hernandez,36.0,Male,USA,New York,South Cheryl,Premium+,2023-12-14,11.97,Tablet,,2024-09-28 04:14:08.236240,1,2025-03-02,873.9,39.62222222222223,0.2,,2008.0,662.0,6.477777777777778,1340534.0,7497976.0,11.0,42.0,0.2,0.3,session_017478,movie_0569,Smart TV,completed,4K,USA,A Quest,Stand-up Comedy,Comedy,Comedy,TV-14,English,USA,2022-04-12,10,2025-08-29,night,0.2564,0.3333333333333333,10.333333333333334,rec_012350,movie_0104,genre_based,Laptop,v1.4,6.0,2025-12-03,317.0,,184.0,0.16666666666666666,0.6666666666666666,search_011044,family movies,Mobile,USA,6.0,2024-12-12,positive,0.969,4.0,1.0,11.0,21.0,review_006668,movie_0863,Smart TV,Fantastic cinematography and plot twists.,4.0
user_00026,jross@example.net,Patricia,Osborne,60.0,Prefer not to say,Canada,Ontario,Port Susan,Basic,2022-09-26,36.53,Smart TV,2.0,2025-05-04 08:39:28.102260,0,2025-12-30,461.7,51.46,0.5,3.5,2010.9,1333.0,5.6125,,3500926.0,6.166666666666667,94.33333333333333,0.4,0.1,session_075897,movie_0316,Desktop,paused,HD,USA,Mystery Kingdom,Limited Series,History,Sci-Fi,NC-17,Hindi,USA,2024-03-25,10,2025-12-14,morning,0.49875,0.0,10.0,rec_018452,movie_0083,genre_based,Tablet,v1.4,4.0,2025-10-10,195.0,3.0,62.1,0.2,0.4,search_000371,netflix originals,Laptop,USA,5.0,2025-07-09,positive,0.905,4.0,1.0,2.0,12.0,review_001965,movie_0680,Laptop,Outstanding direction and screenplay.,2.0
user_00027,danderson@example.net,Stephanie,Salazar,37.0,Female,USA,Michigan,Merrittfort,Basic,2023-05-13,17.72,Mobile,2.0,2025-02-08 07:48:05.283475,0,2025-10-05,610.2,43.88333333333333,0.0,,2004.9166666666667,1174.0,6.529999999999999,15427043.285714285,252998243.0,,,0.25,0.3333333333333333,session_077716,movie_0401,Smart TV,completed,HD,USA,Queen War,Movie,Family,Action,PG,English,USA,2022-06-29,12,2024-03-10,evening,0.401,0.0,1.0,rec_036098,movie_0342,new_releases,Mobile,v2.0,1.0,2025-10-03,58.0,,24.7,0.0,1.0,search_022431,superhero movies,Laptop,USA,1.0,2025-02-25,positive,0.946,4.0,1.0,7.0,17.0,review_007335,movie_0337,Tablet,Decent watch but forgettable.,3.0
user_00028,rsims@example.com,Jennifer,Nelson,,Male,USA,Indiana,East Edwardfurt,Standard,2024-09-14,41.44,Laptop,3.0,2023-10-31 15:35:20.997207,0,2025-10-07,1301.2,65.5909090909091,0.22727272727272727,3.0,2006.7272727272727,1516.0,7.205882352941177,10935935.222222222,12524752.125,12.25,139.25,0.13636363636363635,0.2727272727272727,session_017360,movie_0173,Smart TV,started,HD,USA,House Secret,Movie,Action,History,PG-13,English,USA,2024-10-15,22,2025-08-16,night,0.46950000000000003,0.25,10.0,rec_004486,movie_0080,similar_users,Smart TV,v1.4,4.0,2024-04-22,114.0,,27.200000000000003,0.3333333333333333,0.0,search_005894,action movies,Tablet,Canada,3.0,2025-06-08,positive,0.806,4.0,0.6666666666666666,11.0,15.0,review_004158,movie_0176,Mobile,Mixed feelings about this one.,3.0
user_00029,nperry@example.com,Rebecca,Gates,28.0,Female,USA,Washington,Smithstad,Basic,2024-11-04,12.06,Gaming Console,2.0,2024-03-14 19:25:44.085539,0,2025-09-22,278.9,46.2,0.25,3.0,2009.5,668.0,6.233333333333333,9723948.5,,8.0,95.0,0.125,0.125,session_007247,movie_0224,Desktop,paused,HD,USA,Big Ice,Movie,Drama,Adventure,TV-Y,English,UK,2021-05-12,8,2024-12-11,night,0.3966,0.2857142857142857,10.428571428571429,rec_001295,movie_0090,similar_users,Laptop,v1.4,7.0,2025-10-15,100.0,5.5,55.2,0.5,0.0,search_017857,music documentaries,Mobile,Canada,4.0,2025-09-01,neutral,0.59,2.0,1.0,16.0,17.0,review_004618,movie_0384,Smart TV,Mixed feelings about this one.,3.0
user_00030,brobinson@example.com,Paul,Ramsey,24.0,,USA,Indiana,New Amanda,Premium,2024-05-11,10.17,Laptop,4.0,2022-11-03 01:16:54.703949,0,2025-12-04,446.9,63.64444444444444,0.3,,2009.4,740.0,5.37,10027149.75,6709867.333333333,5.0,146.33333333333334,0.2,0.1,session_020802,movie_0039,Smart TV,completed,SD,USA,A Dream,Movie,Fantasy,Sci-Fi,PG-13,English,USA,2021-03-18,10,2025-12-13,night,0.441,0.2,9.4,rec_005926,movie_0171,trending,Mobile,v1.4,5.0,2024-05-30,75.0,7.0,33.4,0.0,1.0,search_010879,stand up comedy,Smart TV,USA,1.0,2025-10-12,positive,0.778,4.0,1.0,2.0,4.0,review_002408,movie_0157,Smart TV,This movie exceeded my expectations.,1.0
user_00031,michellewhite@example.com,Mark,Murphy,26.0,Male,USA,Massachusetts,Karenchester,Premium+,2025-02-02,18.19,Tablet,2.0,2022-08-24 07:25:10.816748,0,2025-12-26,473.6,41.300000000000004,0.14285714285714285,,2005.142857142857,853.0,6.640000000000001,5819919.0,7370934.0,8.666666666666666,111.33333333333333,0.5714285714285714,0.14285714285714285,session_023387,movie_0193,Desktop,stopped,HD,Canada,Battle Phoenix,Movie,Animation,Drama,TV-MA,English,USA,2020-10-30,7,2025-12-19,night,0.45942857142857146,0.26666666666666666,8.533333333333333,rec_000214,movie_0178,new_releases,Mobile,v1.3,15.0,2024-09-10,73.0,2.0,15.5,0.0,0.0,search_016976,animated shows,Tablet,USA,1.0,,,,,,,,,,,,
user_00032,jeffrey10@example.org,James,Howell,56.0,Male,USA,Pennsylvania,South Elizabeth,Premium+,2023-12-24,7.49,Gaming Console,4.0,2024-11-20 09:01:33.486190,0,2025-11-15,314.6,60.96,0.1,4.0,2007.9,1054.0,7.288888888888888,6267822.0,366268007.0,7.333333333333333,85.25,0.4,0.3,session_017682,movie_0100,Smart TV,stopped,4K,USA,Adventure Dream,Documentary,Documentary,Crime,NC-17,English,USA,2020-11-15,10,2025-10-31,night,0.6016,0.3333333333333333,15.333333333333334,rec_015680,movie_0538,genre_based,Smart TV,v1.4,6.0,2025-05-28,224.0,7.75,105.9,0.0,0.4,search_008080,stand up comedy,Laptop,USA,5.0,2024-11-28,positive,0.844,4.5,1.0,8.0,10.0,review_005345,movie_0650,Smart TV,Absolutely loved this movie. Great acting and storyline.,2.0
